group,variable,value
563,512.857,2.305
563,513.214,2.422
563,513.571,2.617
563,513.929,2.187
563,514.286,2.148
563,514.643,2.344
563,515,2.07
563,515.357,2.07
563,515.714,2.226
563,516.071,2.187
563,516.429,2.148
563,516.786,1.992
563,517.143,2.187
563,517.5,2.148
563,517.857,2.148
563,518.214,2.031
563,518.571,2.109
563,518.929,2.148
563,519.286,2.07
563,519.643,2.266
563,520,2.266
563.5,520,3.203
563.5,519.634,2.617
563.5,519.268,2.5
563.5,518.902,2.344
563.5,518.537,2.109
563.5,518.171,1.875
563.5,517.805,2.344
563.5,517.439,2.461
563.5,517.073,2.461
563.5,516.707,2.383
563.5,516.341,2.187
563.5,515.976,1.445
563.5,515.61,1.523
563.5,515.244,2.109
563.5,514.878,1.836
563.5,514.512,1.992
563.5,514.146,2.226
563.5,513.78,2.5
563.5,513.415,2.617
563.5,513.049,2.617
563.5,512.683,2.344
563.5,512.317,2.969
563.5,511.951,2.344
563.5,511.585,0.625
563.5,511.22,0.82
563.5,510.854,1.406
563.5,510.488,1.758
563.5,510.122,1.836
563.5,509.756,2.031
563.5,509.39,1.992
563.5,509.024,1.992
563.5,508.659,1.797
563.5,508.293,1.992
563.5,507.927,1.797
563.5,507.561,1.758
563.5,507.195,2.109
563.5,506.829,2.031
563.5,506.463,2.148
563.5,506.098,1.797
563.5,505.732,2.07
563.5,505.366,1.992
563.5,505,1.797
564,505,2.344
564,505.349,2.266
564,505.698,2.148
564,506.047,2.148
564,506.395,2.031
564,506.744,1.68
564,507.093,1.836
564,507.442,2.148
564,507.791,2.344
564,508.14,2.383
564,508.488,2.148
564,508.837,2.266
564,509.186,2.109
564,509.535,1.953
564,509.884,1.523
564,510.233,1.758
564,510.581,1.484
564,510.93,1.719
564,511.279,1.836
564,511.628,1.992
564,511.977,1.523
564,512.326,2.07
564,512.674,3.672
564,513.023,2.773
564,513.372,2.734
564,513.721,2.07
564,514.07,1.797
564,514.419,1.992
564,514.767,1.797
564,515.116,1.68
564,515.465,1.836
564,515.814,1.992
564,516.163,1.68
564,516.512,1.601
564,516.86,1.719
564,517.209,2.07
564,517.558,2.187
564,517.907,2.305
564,518.256,2.07
564,518.605,2.07
564,518.953,2.109
564,519.302,2.07
564,519.651,2.344
564,520,2.539
564.5,520,2.891
564.5,519.643,2.578
564.5,519.286,2.578
564.5,518.929,2.461
564.5,518.571,2.461
564.5,518.214,2.383
564.5,517.857,2.305
564.5,517.5,0.898
564.5,517.143,1.758
564.5,516.786,2.109
564.5,516.429,2.226
564.5,516.071,2.226
564.5,515.714,2.07
564.5,515.357,1.875
564.5,515,2.07
564.5,514.643,2.187
564.5,514.286,1.992
564.5,513.929,2.109
564.5,513.571,2.305
564.5,513.214,2.148
564.5,512.857,1.836
564.5,512.5,2.187
564.5,512.143,2.07
564.5,511.786,2.734
564.5,511.429,2.148
564.5,511.071,1.953
564.5,510.714,1.641
564.5,510.357,1.836
564.5,510,1.719
564.5,509.643,1.875
564.5,509.286,1.875
564.5,508.929,2.148
564.5,508.571,2.148
564.5,508.214,2.07
564.5,507.857,2.187
564.5,507.5,2.07
564.5,507.143,2.109
564.5,506.786,2.226
564.5,506.429,2.148
564.5,506.071,2.109
564.5,505.714,1.992
564.5,505.357,1.992
564.5,505,1.953
565,505,2.031
565,505.357,2.226
565,505.714,2.226
565,506.071,2.344
565,506.429,1.758
565,506.786,1.797
565,507.143,2.07
565,507.5,1.797
565,507.857,1.836
565,508.214,1.875
565,508.571,1.797
565,508.929,1.406
565,509.286,1.523
565,509.643,1.523
565,510,1.484
565,510.357,1.641
565,510.714,1.836
565,511.071,1.68
565,511.429,1.875
565,511.786,1.992
565,512.143,2.187
565,512.5,2.148
565,512.857,1.992
565,513.214,1.797
565,513.571,1.992
565,513.929,1.719
565,514.286,2.07
565,514.643,2.812
565,515,3.359
565,515.357,2.695
565,515.714,2.734
565,516.071,2.5
565,516.429,2.226
565,516.786,2.305
565,517.143,2.305
565,517.5,2.187
565,517.857,2.109
565,518.214,2.148
565,518.571,1.953
565,518.929,2.187
565,519.286,2.266
565,519.643,2.031
565,520,2.226
565.5,520,2.305
565.5,519.634,2.148
565.5,519.268,2.539
565.5,518.902,2.344
565.5,518.537,2.383
565.5,518.171,2.109
565.5,517.805,2.226
565.5,517.439,2.344
565.5,517.073,2.383
565.5,516.707,2.031
565.5,516.341,2.031
565.5,515.976,2.148
565.5,515.61,2.305
565.5,515.244,2.383
565.5,514.878,2.148
565.5,514.512,2.305
565.5,514.146,2.539
565.5,513.78,2.617
565.5,513.415,-2.734
565.5,513.049,0.976
565.5,512.683,1.445
565.5,512.317,1.601
565.5,511.951,1.562
565.5,511.585,-0.156
565.5,511.22,0.82
565.5,510.854,1.484
565.5,510.488,1.367
565.5,510.122,1.523
565.5,509.756,1.719
565.5,509.39,1.445
565.5,509.024,1.641
565.5,508.659,1.836
565.5,508.293,1.797
565.5,507.927,1.68
565.5,507.561,1.758
565.5,507.195,1.719
565.5,506.829,1.836
565.5,506.463,1.836
565.5,506.098,1.875
565.5,505.732,1.836
565.5,505.366,1.601
565.5,505,1.992
566,505,2.148
566,505.366,2.305
566,505.732,1.797
566,506.098,0.82
566,506.463,1.719
566,506.829,1.68
566,507.195,1.719
566,507.561,1.562
566,507.927,1.406
566,508.293,1.601
566,508.659,1.445
566,509.024,1.875
566,509.39,1.836
566,509.756,1.523
566,510.122,1.484
566,510.488,1.523
566,510.854,1.562
566,511.22,1.523
566,511.585,1.484
566,511.951,1.601
566,512.317,1.68
566,512.683,1.875
566,513.049,1.719
566,513.415,1.758
566,513.78,1.875
566,514.146,2.07
566,514.512,2.226
566,514.878,2.109
566,515.244,2.031
566,515.61,2.148
566,515.976,2.344
566,516.341,2.148
566,516.707,2.07
566,517.073,2.344
566,517.439,2.266
566,517.805,2.266
566,518.171,1.992
566,518.537,2.266
566,518.902,2.148
566,519.268,2.187
566,519.634,2.305
566,520,2.305
566.5,520,2.461
566.5,519.634,2.383
566.5,519.268,2.266
566.5,518.902,2.266
566.5,518.537,2.305
566.5,518.171,2.148
566.5,517.805,2.148
566.5,517.439,2.109
566.5,517.073,2.148
566.5,516.707,1.992
566.5,516.341,2.109
566.5,515.976,2.07
566.5,515.61,1.836
566.5,515.244,2.031
566.5,514.878,1.719
566.5,514.512,1.523
566.5,514.146,1.719
566.5,513.78,1.992
566.5,513.415,2.031
566.5,513.049,1.758
566.5,512.683,1.836
566.5,512.317,1.094
566.5,511.951,0.43
566.5,511.585,1.172
566.5,511.22,1.523
566.5,510.854,1.406
566.5,510.488,1.406
566.5,510.122,1.875
566.5,509.756,1.719
566.5,509.39,1.562
566.5,509.024,1.484
566.5,508.659,1.484
566.5,508.293,1.445
566.5,507.927,1.445
566.5,507.561,1.367
566.5,507.195,1.562
566.5,506.829,1.797
566.5,506.463,1.484
566.5,506.098,1.758
566.5,505.732,1.641
566.5,505.366,-0.977
566.5,505,0.664
567,505,1.094
567,505.375,-0.195
567,505.75,2.266
567,506.125,-0.547
567,506.5,1.133
567,506.875,1.25
567,507.25,1.562
567,507.625,1.641
567,508,1.484
567,508.375,1.445
567,508.75,1.601
567,509.125,1.953
567,509.5,1.641
567,509.875,1.367
567,510.25,1.484
567,510.625,1.601
567,511,1.523
567,511.375,1.562
567,511.75,1.641
567,512.125,1.758
567,512.5,1.797
567,512.875,1.758
567,513.25,1.406
567,513.625,1.523
567,514,1.562
567,514.375,1.641
567,514.75,1.797
567,515.125,1.68
567,515.5,1.797
567,515.875,1.875
567,516.25,1.953
567,516.625,1.719
567,517,2.109
567,517.375,2.422
567,517.75,2.422
567,518.125,2.031
567,518.5,2.266
567,518.875,2.266
567,519.25,2.266
567,519.625,2.695
567,520,2.148
567.5,520,2.93
567.5,519.643,2.773
567.5,519.286,2.578
567.5,518.929,2.305
567.5,518.571,2.187
567.5,518.214,1.992
567.5,517.857,2.031
567.5,517.5,1.992
567.5,517.143,1.992
567.5,516.786,2.109
567.5,516.429,1.992
567.5,516.071,1.758
567.5,515.714,1.758
567.5,515.357,1.758
567.5,515,1.523
567.5,514.643,1.484
567.5,514.286,1.601
567.5,513.929,1.172
567.5,513.571,1.758
567.5,513.214,1.523
567.5,512.857,1.094
567.5,512.5,1.797
567.5,512.143,2.031
567.5,511.786,1.836
567.5,511.429,1.68
567.5,511.071,1.641
567.5,510.714,1.875
567.5,510.357,1.875
567.5,510,1.601
567.5,509.643,1.328
567.5,509.286,1.523
567.5,508.929,1.523
567.5,508.571,1.484
567.5,508.214,1.484
567.5,507.857,1.445
567.5,507.5,1.641
567.5,507.143,1.601
567.5,506.786,1.601
567.5,506.429,1.601
567.5,506.071,1.719
567.5,505.714,1.836
567.5,505.357,2.226
567.5,505,1.172
568,505,3.203
568,505.385,2.461
568,505.769,0.195
568,506.154,-3.047
568,506.538,-0.313
568,506.923,0.937
568,507.308,1.211
568,507.692,1.328
568,508.077,1.406
568,508.462,1.328
568,508.846,1.562
568,509.231,1.562
568,509.615,1.484
568,510,1.523
568,510.385,1.406
568,510.769,1.367
568,511.154,1.328
568,511.538,1.211
568,511.923,1.445
568,512.308,1.289
568,512.692,1.367
568,513.077,1.797
568,513.462,1.719
568,513.846,1.719
568,514.231,1.758
568,514.615,1.562
568,515,1.68
568,515.385,1.562
568,515.769,1.68
568,516.154,1.797
568,516.538,1.797
568,516.923,1.719
568,517.308,1.836
568,517.692,2.031
568,518.077,1.992
568,518.462,1.758
568,518.846,1.836
568,519.231,2.031
568,519.615,2.148
568,520,2.383
568.5,520,2.226
568.5,519.634,2.187
568.5,519.268,1.914
568.5,518.902,2.109
568.5,518.537,2.148
568.5,518.171,1.914
568.5,517.805,1.875
568.5,517.439,1.719
568.5,517.073,1.601
568.5,516.707,1.601
568.5,516.341,1.719
568.5,515.976,1.797
568.5,515.61,1.797
568.5,515.244,2.031
568.5,514.878,1.562
568.5,514.512,1.484
568.5,514.146,1.641
568.5,513.78,1.641
568.5,513.415,1.68
568.5,513.049,1.641
568.5,512.683,1.797
568.5,512.317,1.836
568.5,511.951,1.211
568.5,511.585,1.875
568.5,511.22,1.992
568.5,510.854,1.719
568.5,510.488,1.68
568.5,510.122,1.523
568.5,509.756,1.601
568.5,509.39,1.523
568.5,509.024,1.875
568.5,508.659,2.031
568.5,508.293,1.758
568.5,507.927,1.484
568.5,507.561,1.523
568.5,507.195,1.484
568.5,506.829,1.445
568.5,506.463,1.328
568.5,506.098,1.562
568.5,505.732,1.758
568.5,505.366,1.836
568.5,505,2.226
569,505,1.797
569,505.375,1.758
569,505.75,1.797
569,506.125,1.562
569,506.5,1.797
569,506.875,1.641
569,507.25,1.484
569,507.625,1.367
569,508,1.25
569,508.375,1.25
569,508.75,1.172
569,509.125,1.601
569,509.5,1.641
569,509.875,1.719
569,510.25,1.68
569,510.625,1.641
569,511,1.601
569,511.375,1.328
569,511.75,1.406
569,512.125,1.641
569,512.5,1.914
569,512.875,1.641
569,513.25,1.367
569,513.625,1.797
569,514,1.992
569,514.375,1.758
569,514.75,1.875
569,515.125,1.641
569,515.5,1.758
569,515.875,1.484
569,516.25,1.523
569,516.625,1.289
569,517,1.836
569,517.375,2.148
569,517.75,1.914
569,518.125,1.601
569,518.5,1.211
569,518.875,1.641
569,519.25,1.68
569,519.625,2.07
569,520,2.187
569.5,520,1.484
569.5,519.634,1.68
569.5,519.268,2.031
569.5,518.902,2.187
569.5,518.537,2.109
569.5,518.171,1.836
569.5,517.805,1.641
569.5,517.439,1.719
569.5,517.073,1.523
569.5,516.707,1.68
569.5,516.341,1.523
569.5,515.976,1.875
569.5,515.61,1.758
569.5,515.244,1.445
569.5,514.878,1.25
569.5,514.512,1.367
569.5,514.146,0.937
569.5,513.78,0.82
569.5,513.415,1.445
569.5,513.049,1.445
569.5,512.683,1.797
569.5,512.317,1.992
569.5,511.951,1.836
569.5,511.585,1.562
569.5,511.22,1.562
569.5,510.854,1.68
569.5,510.488,1.601
569.5,510.122,1.523
569.5,509.756,1.758
569.5,509.39,1.523
569.5,509.024,0.664
569.5,508.659,1.094
569.5,508.293,1.133
569.5,507.927,1.367
569.5,507.561,1.562
569.5,507.195,1.484
569.5,506.829,1.68
569.5,506.463,1.641
569.5,506.098,1.758
569.5,505.732,1.758
569.5,505.366,1.836
569.5,505,1.68
570,505,1.758
570,505.357,1.641
570,505.714,1.68
570,506.071,1.875
570,506.429,1.719
570,506.786,1.367
570,507.143,1.25
570,507.5,1.172
570,507.857,1.25
570,508.214,1.094
570,508.571,1.406
570,508.929,1.406
570,509.286,1.367
570,509.643,1.484
570,510,0.234
570,510.357,-0.391
570,510.714,-0.195
570,511.071,0.742
570,511.429,1.367
570,511.786,1.797
570,512.143,1.875
570,512.5,1.445
570,512.857,1.484
570,513.214,1.758
570,513.571,1.523
570,513.929,1.445
570,514.286,1.68
570,514.643,1.641
570,515,1.641
570,515.357,1.367
570,515.714,1.406
570,516.071,1.758
570,516.429,1.758
570,516.786,1.719
570,517.143,1.836
570,517.5,1.836
570,517.857,1.758
570,518.214,1.758
570,518.571,1.875
570,518.929,2.187
570,519.286,2.383
570,519.643,2.109
570,520,3.203
570.5,515,1.68
570.5,514.643,1.875
570.5,514.286,1.719
570.5,513.929,1.601
570.5,513.571,-0.117
570.5,513.214,0.586
570.5,512.857,1.016
570.5,512.5,1.289
570.5,512.143,1.523
570.5,511.786,1.601
570.5,511.429,1.953
570.5,511.071,1.992
570.5,510.714,1.953
570.5,510.357,1.68
570.5,510,1.601
570.5,509.643,1.68
570.5,509.286,1.68
570.5,508.929,1.641
570.5,508.571,1.562
570.5,508.214,2.031
570.5,507.857,1.641
570.5,507.5,1.68
570.5,507.143,1.484
570.5,506.786,1.484
570.5,506.429,1.367
570.5,506.071,1.484
570.5,505.714,1.445
570.5,505.357,1.562
570.5,505,1.601
571,505,1.836
571,505.37,1.601
571,505.741,1.641
571,506.111,1.367
571,506.481,1.406
571,506.852,1.211
571,507.222,1.172
571,507.593,1.016
571,507.963,0.898
571,508.333,1.367
571,508.704,1.445
571,509.074,1.719
571,509.444,1.797
571,509.815,1.484
571,510.185,1.562
571,510.556,1.562
571,510.926,1.484
571,511.296,1.641
571,511.667,1.484
571,512.037,1.68
571,512.407,1.914
571,512.778,1.133
571,513.148,1.562
571,513.519,1.523
571,513.889,1.641
571,514.259,1.641
571,514.63,1.797
571,515,1.992
571.5,515,1.797
571.5,514.655,2.031
571.5,514.31,1.836
571.5,513.966,2.07
571.5,513.621,1.875
571.5,513.276,1.719
571.5,512.931,1.601
571.5,512.586,1.445
571.5,512.241,1.68
571.5,511.897,1.328
571.5,511.552,1.836
571.5,511.207,0.976
571.5,510.862,1.562
571.5,510.517,1.719
571.5,510.172,1.016
571.5,509.828,1.523
571.5,509.483,1.289
571.5,509.138,1.133
571.5,508.793,1.211
571.5,508.448,1.875
571.5,508.103,2.578
571.5,507.759,1.641
571.5,507.414,1.601
571.5,507.069,1.601
571.5,506.724,1.055
571.5,506.379,1.172
571.5,506.034,1.094
571.5,505.69,1.484
571.5,505.345,1.445
571.5,505,1.562
572,505,1.914
572,505.37,1.758
572,505.741,1.562
572,506.111,1.601
572,506.481,1.68
572,506.852,2.031
572,507.222,1.797
572,507.593,1.25
572,507.963,1.445
572,508.333,1.406
572,508.704,-1.25
572,509.074,0.703
572,509.444,1.328
572,509.815,1.328
572,510.185,1.523
572,510.556,1.406
572,510.926,1.211
572,511.296,1.445
572,511.667,1.797
572,512.037,1.601
572,512.407,1.641
572,512.778,1.68
572,513.148,1.523
572,513.519,1.68
572,513.889,1.562
572,514.259,2.031
572,514.63,1.758
572,515,1.992
572.5,515,1.562
572.5,514.643,1.719
572.5,514.286,1.719
572.5,513.929,1.68
572.5,513.571,1.484
572.5,513.214,0.898
572.5,512.857,1.68
572.5,512.5,1.68
572.5,512.143,1.914
572.5,511.786,1.758
572.5,511.429,1.328
572.5,511.071,1.25
572.5,510.714,1.016
572.5,510.357,1.172
572.5,510,1.289
572.5,509.643,1.719
572.5,509.286,1.719
572.5,508.929,1.289
572.5,508.571,1.328
572.5,508.214,2.266
572.5,507.857,2.07
572.5,507.5,1.68
572.5,507.143,1.445
572.5,506.786,1.68
572.5,506.429,1.523
572.5,506.071,1.68
572.5,505.714,1.641
572.5,505.357,2.031
572.5,505,2.109
573,505,2.187
573,505.37,2.344
573,505.741,2.226
573,506.111,1.719
573,506.481,2.266
573,506.852,2.109
573,507.222,1.953
573,507.593,1.562
573,507.963,1.523
573,508.333,1.484
573,508.704,1.172
573,509.074,1.055
573,509.444,1.562
573,509.815,1.641
573,510.185,1.289
573,510.556,1.484
573,510.926,1.641
573,511.296,1.68
573,511.667,1.601
573,512.037,1.484
573,512.407,1.797
573,512.778,2.07
573,513.148,2.305
573,513.519,2.305
573,513.889,0.976
573,514.259,1.484
573,514.63,1.523
573,515,1.992
573.5,515,2.031
573.5,514.63,2.031
573.5,514.259,1.758
573.5,513.889,1.445
573.5,513.519,0.391
573.5,513.148,0.742
573.5,512.778,1.25
573.5,512.407,1.601
573.5,512.037,2.305
573.5,511.667,1.992
573.5,511.296,1.406
573.5,510.926,1.445
573.5,510.556,1.562
573.5,510.185,1.484
573.5,509.815,1.601
573.5,509.444,1.719
573.5,509.074,1.562
573.5,508.704,1.562
573.5,508.333,1.641
573.5,507.963,1.601
573.5,507.593,1.68
573.5,507.222,1.797
573.5,506.852,1.836
573.5,506.481,-4.141
573.5,506.111,-7.774
573.5,505.741,-2.344
573.5,505.37,0.156
573.5,505,1.328
574,505,2.539
574,505.385,2.656
574,505.769,2.344
574,506.154,2.461
574,506.538,2.422
574,506.923,2.578
574,507.308,2.031
574,507.692,1.641
574,508.077,1.68
574,508.462,1.758
574,508.846,1.758
574,509.231,1.836
574,509.615,1.601
574,510,1.641
574,510.385,1.484
574,510.769,1.523
574,511.154,1.484
574,511.538,1.875
574,511.923,1.094
574,512.308,1.406
574,512.692,1.758
574,513.077,1.797
574,513.462,1.719
574,513.846,2.109
574,514.231,1.875
574,514.615,0.742
574,515,0.781
574.5,515,2.031
574.5,514.615,-5.664
574.5,514.231,-7.539
574.5,513.846,-1.719
574.5,513.462,0.742
574.5,513.077,1.523
574.5,512.692,1.484
574.5,512.308,0.625
574.5,511.923,1.016
574.5,511.538,0.742
574.5,511.154,1.406
574.5,510.769,1.758
574.5,510.385,1.797
574.5,510,1.758
574.5,509.615,1.484
574.5,509.231,1.133
574.5,508.846,1.367
574.5,508.462,1.484
574.5,508.077,1.25
574.5,507.692,1.641
574.5,507.308,1.601
574.5,506.923,1.601
574.5,506.538,1.445
574.5,506.154,2.031
574.5,505.769,2.422
574.5,505.385,2.734
574.5,505,2.5
575,505,2.461
575,505.357,2.461
575,505.714,2.695
575,506.071,2.734
575,506.429,2.5
575,506.786,2.187
575,507.143,2.344
575,507.5,2.187
575,507.857,2.109
575,508.214,1.914
575,508.571,1.836
575,508.929,1.641
575,509.286,1.797
575,509.643,1.719
575,510,1.758
575,510.357,1.68
575,510.714,1.68
575,511.071,1.875
575,511.429,2.07
575,511.786,1.875
575,512.143,1.953
575,512.5,1.875
575,512.857,1.758
575,513.214,2.226
575,513.571,2.266
575,513.929,2.109
575,514.286,2.07
575,514.643,1.133
575,515,-0.938
575.5,515,-19.844
575.5,514.63,-7.149
575.5,514.259,-1.68
575.5,513.889,0.195
575.5,513.519,1.25
575.5,513.148,0.976
575.5,512.778,1.328
575.5,512.407,1.68
575.5,512.037,1.836
575.5,511.667,1.719
575.5,511.296,1.797
575.5,510.926,1.367
575.5,510.556,1.445
575.5,510.185,1.406
575.5,509.815,1.523
575.5,509.444,1.797
575.5,509.074,1.875
575.5,508.704,1.758
575.5,508.333,1.719
575.5,507.963,2.07
575.5,507.593,1.992
575.5,507.222,2.07
575.5,506.852,2.187
575.5,506.481,2.109
575.5,506.111,1.719
575.5,505.741,1.797
575.5,505.37,2.148
575.5,505,2.344
576,505,1.992
576,505.385,1.992
576,505.769,1.914
576,506.154,1.836
576,506.538,1.641
576,506.923,2.031
576,507.308,2.187
576,507.692,1.797
576,508.077,1.953
576,508.462,1.914
576,508.846,1.836
576,509.231,1.953
576,509.615,1.68
576,510,1.719
576,510.385,1.797
576,510.769,1.836
576,511.154,1.875
576,511.538,1.758
576,511.923,1.68
576,512.308,1.797
576,512.692,2.187
576,513.077,1.562
576,513.462,1.641
576,513.846,2.031
576,514.231,2.07
576,514.615,2.344
576,515,1.641
576.5,515,1.758
576.5,514.63,1.484
576.5,514.259,0.859
576.5,513.889,1.484
576.5,513.519,1.601
576.5,513.148,1.289
576.5,512.778,1.68
576.5,512.407,-0.664
576.5,512.037,-0.742
576.5,511.667,0
576.5,511.296,0.586
576.5,510.926,0.781
576.5,510.556,1.328
576.5,510.185,1.68
576.5,509.815,1.797
576.5,509.444,1.719
576.5,509.074,2.031
576.5,508.704,1.68
576.5,508.333,1.445
576.5,507.963,1.562
576.5,507.593,1.758
576.5,507.222,1.875
576.5,506.852,2.07
576.5,506.481,1.562
576.5,506.111,1.797
576.5,505.741,1.68
576.5,505.37,1.601
576.5,505,1.601
577,505,-0.195
577,505.37,1.211
577,505.741,1.406
577,506.111,1.562
577,506.481,1.758
577,506.852,1.68
577,507.222,1.406
577,507.593,1.523
577,507.963,1.758
577,508.333,1.641
577,508.704,1.719
577,509.074,1.719
577,509.444,1.797
577,509.815,1.719
577,510.185,1.797
577,510.556,4.687
577,510.926,5.234
577,511.296,5.43
577,511.667,3.906
577,512.037,2.851
577,512.407,2.5
577,512.778,2.422
577,513.148,2.187
577,513.519,2.148
577,513.889,2.07
577,514.259,1.836
577,514.63,2.109
577,515,2.187
577.5,515,2.578
577.5,514.63,2.07
577.5,514.259,3.359
577.5,513.889,3.281
577.5,513.519,2.656
577.5,513.148,1.797
577.5,512.778,2.187
577.5,512.407,2.109
577.5,512.037,1.992
577.5,511.667,2.109
577.5,511.296,2.422
577.5,510.926,2.734
577.5,510.556,5.586
577.5,510.185,2.5
577.5,509.815,5.508
577.5,509.444,3.945
577.5,509.074,2.617
577.5,508.704,1.875
577.5,508.333,1.562
577.5,507.963,1.68
577.5,507.593,1.484
577.5,507.222,1.601
577.5,506.852,1.562
577.5,506.481,1.953
577.5,506.111,2.148
577.5,505.741,1.953
577.5,505.37,1.875
577.5,505,1.719
578,505,1.914
578,505.385,2.031
578,505.769,1.953
578,506.154,1.836
578,506.538,1.953
578,506.923,1.875
578,507.308,1.914
578,507.692,2.031
578,508.077,2.031
578,508.462,1.68
578,508.846,1.601
578,509.231,1.367
578,509.615,1.641
578,510,1.523
578,510.385,1.367
578,510.769,1.836
578,511.154,1.992
578,511.538,2.148
578,511.923,2.187
578,512.308,2.422
578,512.692,2.266
578,513.077,2.812
578,513.462,-1.563
578,513.846,0.976
578,514.231,-1.719
578,514.615,-0.664
578,515,-3.906
578.5,515,3.945
578.5,514.643,5.937
578.5,514.286,-26.875
578.5,513.929,-10.664
578.5,513.571,-1.524
578.5,513.214,0.156
578.5,512.857,1.211
578.5,512.5,1.172
578.5,512.143,3.008
578.5,511.786,2.383
578.5,511.429,2.695
578.5,511.071,1.836
578.5,510.714,1.992
578.5,510.357,1.562
578.5,510,0.195
578.5,509.643,0.937
578.5,509.286,1.68
578.5,508.929,1.68
578.5,508.571,2.031
578.5,508.214,1.992
578.5,507.857,1.953
578.5,507.5,1.914
578.5,507.143,1.797
578.5,506.786,1.328
578.5,506.429,0.976
578.5,506.071,1.445
578.5,505.714,1.797
578.5,505.357,1.758
578.5,505,2.266
579,505,2.773
579,505.37,3.203
579,505.741,1.133
579,506.111,1.992
579,506.481,1.914
579,506.852,1.758
579,507.222,1.758
579,507.593,1.953
579,507.963,2.031
579,508.333,1.953
579,508.704,1.992
579,509.074,1.797
579,509.444,1.68
579,509.815,1.836
579,510.185,3.359
579,510.556,-3.516
579,510.926,-1.289
579,511.296,0.43
579,511.667,1.601
579,512.037,1.328
579,512.407,2.266
579,512.778,3.281
579,513.148,-9.922
579,513.519,-7.188
579,513.889,0.234
579,514.259,1.562
579,514.63,1.133
579,515,0.703
579.5,515,1.211
579.5,514.63,1.719
579.5,514.259,0.234
579.5,513.889,-0.781
579.5,513.519,0.742
579.5,513.148,1.094
579.5,512.778,1.758
579.5,512.407,2.734
579.5,512.037,2.617
579.5,511.667,2.109
579.5,511.296,2.07
579.5,510.926,2.266
579.5,510.556,2.344
579.5,510.185,2.969
579.5,509.815,1.25
579.5,509.444,1.797
579.5,509.074,1.68
579.5,508.704,1.68
579.5,508.333,1.719
579.5,507.963,1.836
579.5,507.593,2.07
579.5,507.222,2.305
579.5,506.852,2.266
579.5,506.481,1.953
579.5,506.111,1.875
579.5,505.741,2.187
579.5,505.37,2.07
579.5,505,2.422
580,505,2.266
580,505.357,2.226
580,505.714,2.305
580,506.071,1.992
580,506.429,1.953
580,506.786,1.992
580,507.143,1.914
580,507.5,2.031
580,507.857,2.148
580,508.214,2.187
580,508.571,2.266
580,508.929,2.226
580,509.286,2.148
580,509.643,2.109
580,510,2.383
580,510.357,3.476
580,510.714,-5.391
580,511.071,-4.258
580,511.429,-24.063
580,511.786,-12.305
580,512.143,-4.688
580,512.5,-3.086
580,512.857,0.976
580,513.214,2.891
580,513.571,-3.789
580,513.929,0
580,514.286,1.797
580,514.643,1.484
580,515,1.055
